,Title,Type,Director,Actors,Release,Genre,Runtime,Language,Country,Rating,IMDb,RottenTomatoes,Metacritic,Platform
17258,Bedtime Stories,Movie,Adam Shankman,"['Adam Sandler', 'Keri Russell', 'Courteney Cox']",25 Dec 2008,"['Adventure', 'Comedy', 'Family']",99,English,United States,PG,6.0,27.0,33.0,Disney
17259,Marvel Studios' Black Panther,Movie,Ryan Coogler,"['Chadwick Boseman', 'Michael Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya']",2018,"['Action-Adventure', 'Science Fiction', 'Superhero']",137,,United States,PG-13,,,,Disney
17260,101 Dalmatian Street,TV Show,,"['Josh Brener', 'Michaela Dietz', 'Bert Davis']",14 Dec 2018,"['Animation', 'Comedy', 'Family']",1,English,"['United Kingdom', 'Canada', 'United States']",TV-Y7,6.4,,,Disney
17261,Disney Phineas and Ferb: Phineas and Ferb Star Wars,Movie,,"['Vincent Martella', 'Ashley Tisdale', 'Thomas Brodie-Sangster', 'Caroline Rhea', ""Richard O'Brien"", 'Dan Povenmire']",2014,"['Action-Adventure', 'Animation', 'Musical']",53,,United States,TV-G,,,,Disney
17262,Shop Class,TV Show,,"['Kelly Ractham', 'Brooks Atwood', 'Justin Long']",28 Feb 2020,"['Adventure', 'Family', 'Game-Show']",1,English,United States,TV-G,7.2,,,Disney
17263,Viking Warrior Women,Movie,"David Bartlett, Sebastian Peiter","['Moa Stefansdotter', 'Stina Edström', 'Dennis Bengtsson']",02 Mar 2020,"['Documentary', 'Drama', 'History']",51,"['English', 'Swedish', 'German']",United Kingdom,,6.4,,,Disney
17264,Star Wars Resistance,TV Show,,"['Christopher Sean', 'Scott Lawrence', 'Josh Brener']",07 Oct 2018,"['Animation', 'Action', 'Adventure']",2,English,United States,TV-Y7,5.0,,,Disney
17265,Lost Cities with Albert Lin,TV Show,,"['Albert Yu-Min Lin', 'Duncan Lees', 'Joseph Angelo Steel']",01 Oct 2019,"['Documentary', 'History']",2,English,United States,,7.8,,,Disney
17266,Marvel Rising: Operation Shuri,Movie,"Chris Rutkowski, Eric Radomski","['Jessica DiCicco', 'Skai Jackson', 'Kathreen Khavari']",11 Oct 2019,"['Animation', 'Short', 'Action']",21,English,United States,TV-Y7-FV,5.2,,,Disney
17267,Marvel Rising: Playing with Fire,Movie,"Sol Choi, Eric Radomski","['Dee Bradley Baker', 'Dove Cameron', 'Kathreen Khavari', 'Meera Rohit Kumbhani']",18 Dec 2019,"['Animation', 'Short', 'Action', 'Adventure', 'Family', 'Sci-Fi']",44,English,USA,TV-Y7-FV,5.2,,,Disney
17268,Star Wars: The Clone Wars,TV Show,,"['Tom Kane', 'Dee Bradley Baker', 'Matt Lanter']",03 Oct 2008,"['Animation', 'Action', 'Adventure']",7,English,United States,TV-PG,8.3,,,Disney
17269,Marvel's Iron Man & Hulk: Heroes United,Movie,Leo Riley,"['Adrian Pasdar', 'Fred Tatasciore', 'David Kaye', 'Dee Baker', 'Robin Downes']",2013,"['Action-Adventure', 'Animation', 'Science Fiction']",74,,United States,PG,,,,Disney
17270,Because of Winn-Dixie,Movie,Wayne Wang,"['AnnaSophia Robb', 'Jeff Daniels', 'Eva Marie Saint']",18 Feb 2005,"['Comedy', 'Drama', 'Family']",106,English,United States,PG,6.4,55.0,54.0,Disney
17271,Disney's Fairy Tale Weddings,TV Show,,"['Stephen Boss', 'Allison Holker', 'Lin-Manuel Miranda']",11 Dec 2017,Reality TV,2,English,United States,TV-PG,6.7,,,Disney
17272,"My Dog, the Thief",Movie,Robert Stevenson,"['Dwayne Hickman', 'Mary Mobley', 'Elsa Lanchester', 'Joe Flynn', 'Roger Carmel', 'Mickey Shaughnessy']",1969,"['Action-Adventure', 'Comedy', 'Family']",89,,United States,TV-PG,,,,Disney
17273,Splash,Movie,Ron Howard,"['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']",09 Mar 1984,"['Comedy', 'Fantasy', 'Romance']",111,"['English', 'Swedish']",United States,PG,6.3,,71.0,Disney
17274,That's So Raven,TV Show,,"['Raven-Symoné', 'Orlando Brown', 'Anneliese van der Pol']",17 Jan 2003,"['Comedy', 'Family', 'Fantasy']",4,English,United States,TV-G,6.6,,,Disney
17275,Timmy Failure: Mistakes Were Made,Movie,Tom McCarthy,"['Winslow Fegley', 'Ophelia Lovibond', 'Wallace Shawn']",07 Feb 2020,"['Adventure', 'Comedy', 'Drama']",99,English,United States,PG,6.1,84.0,60.0,Disney
17276,Toy Story 4,Movie,Josh Cooley,"['Tom Hanks', 'Tim Allen', 'Annie Potts']",21 Jun 2019,"['Animation', 'Adventure', 'Comedy']",100,English,United States,G,7.7,97.0,84.0,Disney
17277,Descendants 3,Movie,Kenny Ortega,"['Dove Cameron', 'Cameron Boyce', 'Sofia Carson', 'Booboo Stewart']",02 Aug 2019,"['Action', 'Adventure', 'Drama', 'Family', 'Musical', 'Thriller']",106,English,USA,TV-G,6.6,78.0,,Disney
17278,Around the World in 80 Days,Movie,Frank Coraci,"['Jackie Chan', 'Steve Coogan', 'Jim Broadbent']",16 Jun 2004,"['Action', 'Adventure', 'Comedy']",120,"['English', 'Cantonese', 'French', 'German', 'Hindi', 'Turkish']","['United States', 'Germany', 'Ireland', 'United Kingdom']",PG,5.9,32.0,49.0,Disney
17279,Big Business,Movie,Jim Abrahams,"['Bette Midler', 'Lily Tomlin', 'Fred Ward']",10 Jun 1988,Comedy,97,"['English', 'Italian']",United States,PG,6.5,44.0,53.0,Disney
17280,Lamp Life,Movie,Valerie LaPointe,"['Annie Potts', 'Ally Maki', 'Jim Hanks', 'Emily Davis']",31 Jan 2020,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7,English,USA,TV-G,6.7,,,Disney
17281,The Lion King,Movie,"Roger Allers, Rob Minkoff","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']",24 Jun 1994,"['Animation', 'Adventure', 'Drama']",88,"['English', 'Swahili', 'Xhosa', 'Zulu']",United States,G,8.5,93.0,88.0,Disney
17282,Diary of a Future President,TV Show,,"['Tess Romero', 'Selenis Leyva', 'Charlie Bushnell']",17 Jan 2020,"['Comedy', 'Drama', 'Family']",2,English,United States,TV-PG,6.1,,,Disney
17283,America's National Parks,TV Show,,C.T. Taylor,06 Dec 2015,Documentary,1,English,United States,TV-G,7.7,,,Disney
17284,Continent 7: Antarctica,TV Show,,Chris Browning,15 Nov 2016,Adventure,1,English,United States,TV-PG,7.5,,,Disney
17285,Disney Randy Cunningham: 9th Grade Ninja,TV Show,,"['Ben Schwartz', 'Andrew Caldwell', 'Tim Curry', 'John DiMaggio', 'Kevin Richardson', 'Dave Wittenberg']",2011,"['Action-Adventure', 'Animation', 'Comedy']",2,,"['United Kingdom', 'United States', 'Ireland']",TV-Y7,,,,Disney
17286,The Lodge,Movie,"Severin Fiala, Veronika Franz","['Riley Keough', 'Jaeden Martell', 'Lia McHugh']",16 Jan 2020,"['Drama', 'Horror', 'Mystery']",108,English,"['United Kingdom', 'United States']",R,6.1,74.0,64.0,Disney
17287,Wild Russia,TV Show,,"['Christian Brückner', 'Jason Hildebrandt', 'Paterson Joseph']",23 Jul 2009,Documentary,2,German,Germany,TV-PG,8.4,,,Disney
17288,Destino,Movie,Dominique Monfery,"['Dora Luz', 'Jennifer Esposito']",09 Jul 2003,"['Animation', 'Short']",7,English,"['France', 'United States']",PG,7.7,100.0,,Disney
17289,Forky Asks a Question: What is Reading?,Movie,Bob Peterson,"['Tony Hale', 'Addison Andrews', 'Mila Crespo', 'Imani Prior', 'Jeff Pidgeon', 'Bob Peterson']",2020,"['Animation', 'Comedy', 'Family']",7,,United States,TV-G,,,,Disney
17290,Loop,Movie,Isti Madarász,"['Dénes Száraz', 'Dorina Martinovics', 'Zsolt Anger']",14 Apr 2016,"['Crime', 'Sci-Fi', 'Thriller']",95,Hungarian,Hungary,,6.5,,,Disney
17291,Marvel's Runaways,TV Show,,"['Rhenzy Feliz', 'Lyrica Okano', 'Virginia Gardner', 'Ariela Barer', 'Gregg Sulkin', 'Allegra Acosta']",2017,"['Coming of Age', 'Drama', 'Science Fiction']",3,,United States,TV-14,,,,Disney
17292,Forky Asks a Question: What is Cheese?,Movie,Bob Peterson,"['Tony Hale', 'Jeff Garlin', 'Bob Peterson']",2020,"['Animation', 'Comedy', 'Family']",6,,United States,TV-G,,,,Disney
17293,Austin & Ally,TV Show,,"['Ross Lynch', 'Laura Marano', 'Raini Rodriguez']",02 Dec 2011,"['Comedy', 'Drama', 'Family']",4,English,United States,TV-G,6.0,,,Disney
17294,Billy Dilley's Super-Duper Subterranean Summer,TV Show,,"['Aaron Springer', 'Tom Kenny', 'Catherine Wayne']",03 Jun 2017,"['Animation', 'Short', 'Adventure']",1,English,United States,TV-Y7,2.7,,,Disney
17295,Cars Toon: El Materdor,Movie,John Lasseter,"['Larry the Cable Guy ', 'Keith Ferguson']",2008,"['Animation', 'Comedy', 'Family']",4,,United States,TV-G,,,,Disney
17296,Cars Toon: Moon Mater,Movie,Rob Gibbs,"['Larry the Cable Guy ', 'Keith Ferguson', 'Josh Cooley']",2010,"['Animation', 'Comedy', 'Family']",4,,United States,TV-G,,,,Disney
17297,Cars Toon: Rescue Squad Mater,Movie,John Lasseter,"['Larry the Cable Guy ', 'Keith Ferguson', 'Bret Parker', 'Peter Sohn', 'Bob Peterson', 'Bob Scott']",2010,"['Animation', 'Comedy', 'Family']",3,,United States,TV-Y7,,,,Disney
17298,Cars Toon: Spinning,Movie,Jeremy Lasky,"['Keith Ferguson', 'Paul Dooley', 'Tony Shalhoub', 'Lloyd Sherr', 'Michael Wallis', 'Guido Quaroni']",2013,"['Animation', 'Family']",2,,United States,TV-G,,,,Disney
17299,Cars Toon: Time Travel Mater,Movie,Rob Gibbs,"['Larry the Cable Guy ', 'Keith Ferguson', 'John Higgins', 'Katherine Helmond']",2012,"['Animation', 'Comedy', 'Family']",7,,United States,TV-G,,,,Disney
17300,Cars Toon: Tokyo Mater,Movie,John Lasseter,"['Larry the Cable Guy ', 'Keith Ferguson', 'Michael Wallis', 'Mach Kobayashi', 'Robert Ito']",2008,"['Animation', 'Comedy', 'Family']",8,,United States,G,,,,Disney
17301,Cars Toon: Unidentified Flying Mater,Movie,John Lasseter,"['Larry the Cable Guy ', 'Keith Ferguson']",2010,"['Animation', 'Comedy', 'Family']",4,,United States,TV-Y7,,,,Disney
17302,Cars Toons: Bugged,Movie,Jeremy Lasky,"['Jerome Ranft', 'Josh Cooley']",2013,"['Animation', 'Family']",2,,United States,TV-G,,,,Disney
17303,Cool Runnings,Movie,Jon Turteltaub,"['John Candy', 'Leon', 'Doug E. Doug']",01 Oct 1993,"['Adventure', 'Comedy', 'Family']",98,"['English', 'German', 'Russian']",United States,PG,7.0,76.0,60.0,Disney
17304,Drain Alcatraz,Movie,Wayne Abbott,"['Craig Sechler', 'Russell Boulter', 'John A. Martini', 'John Cantwell']",19 Dec 2017,Documentary,47,English,USA,TV-14,6.0,,,Disney
17305,Drain the Bermuda Triangle,Movie,Jobim Sampson,"['Craig Sechler', 'Russell Boulter', 'Philippe Rouja']",07 Dec 2014,"['Documentary', 'Short']",44,English,United States,TV-PG,6.4,,,Disney
17306,Drain the Great Lakes,Movie,"Wayne Abbott, Crispin Sadler","['Cham Giobbi', 'Nigel Wattrus', 'Steve Blasco', ""John O'Shea""]",01 Dec 2011,Documentary,47,English,"['UK', 'Canada', 'USA']",TV-G,6.9,,,Disney
17307,Drain the Ocean: WWII,Movie,Mike Slee,"['Russell Boulter', 'James Delgado', 'Herbert Weatherwax', 'Scott Pawlowski']",19 Sep 2016,History,44,English,USA,TV-PG,7.0,,,Disney
17308,Drain the Sunken Pirate City,Movie,Sophie Elwin-Harris,"['Craig Sechler', 'Russell Boulter', 'Jon Henderson', 'Ronald Hutton']",09 Jul 2017,Documentary,47,English,UK,TV-14,6.4,,,Disney
17309,Drain the Titanic,Movie,Wayne Abbott,"['Russell Boulter', 'Brad Cartner', 'Kenneth Vrana']",,Documentary,46,English,"['United Kingdom', 'Canada', 'United States']",,6.4,,,Disney
17310,Hacksaw,Movie,Anthony Leone,"['Amy Cay', 'Brian Patrick Butler', 'Michael C. Burgess']",05 Jan 2021,Horror,70,,United States,Not Rated,1.9,,,Disney
17311,Holes,Movie,Andrew Davis,"['Shia LaBeouf', 'Sigourney Weaver', 'Jon Voight']",18 Apr 2003,"['Adventure', 'Comedy', 'Drama']",117,English,United States,PG,7.0,78.0,71.0,Disney
17312,Marvel 75 Years: From Pulp to Pop!,Movie,Zak Knutson,"['Axel Alonso', 'Hayley Atwell', 'Gerry Conway', ""Louis D'Esposito""]",04 Nov 2014,"['Documentary', 'History']",42,English,USA,,7.2,,,Disney
17313,Marvel Rising: Battle of the Bands,Movie,Chris Rutkowski,"['Dove Cameron', 'Skai Jackson', 'Kathreen Khavari']",28 Aug 2019,"['Animation', 'Short', 'Action']",22,English,United States,,4.9,,,Disney
17314,One Strange Rock,TV Show,,"['Will Smith', 'Chris Hadfield', 'Jerry Linenger']",26 Mar 2018,Documentary,2,"['English', 'Spanish', 'Indonesian', 'Chinese', 'Arabic', 'Russian', 'Hindi', 'Tibetan', 'Portuguese', 'French', 'Thai', 'Norwegian', 'Italian', 'Japanese', 'Mongolian', 'Kazakh']",United States,TV-PG,8.8,,,Disney
17315,Super Rhino,Movie,Nathan Greno,"['Miley Cyrus', 'Mark Walton', 'Susie Essman', 'Malcolm McDowell']",22 Mar 2009,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family']",4,English,USA,G,6.3,,,Disney
17316,The Proud Family,TV Show,,"['Kyla Pratt', 'Tommy Davidson', 'Jo Marie Payton']",15 Sep 2001,"['Animation', 'Comedy', 'Family']",3,English,United States,TV-Y,6.5,,,Disney
17317,The Super Hero Squad Show,TV Show,,"['Tom Kenny', 'David Boat', 'Steve Blum']",14 Sep 2009,"['Animation', 'Action', 'Comedy']",2,English,United States,TV-Y7,6.1,,,Disney
17318,Year Million,TV Show,,"['Laurence Fishburne', 'Negin Farsad', 'Vinette Robinson']",15 May 2017,"['Documentary', 'Drama', 'Sci-Fi']",1,English,United States,,7.4,,,Disney
17319,Forky Asks a Question: What is a Pet?,Movie,Bob Peterson,"['Tony Hale', 'Aloma Wright', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",7,,United States,TV-G,,,,Disney
17320,Star Wars: The Last Jedi (Episode VIII),Movie,Rian Johnson,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",2017,"['Action-Adventure', 'Science Fiction']",152,,United States,PG-13,,,,Disney
17321,Forky Asks a Question: What is a Leader?,Movie,Bob Peterson,"['Tony Hale', 'Bonnie Hunt', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",6,,United States,TV-G,,,,Disney
17322,George of the Jungle 2,Movie,David Grossman,"['Christopher Showerman', 'Julie Benz', 'Angus T. Jones', 'Thomas Haden Church']",20 Oct 2003,"['Adventure', 'Comedy', 'Family']",87,English,"['USA', 'Australia']",PG,3.4,17.0,,Disney
17323,High School Musical: The Musical: The Series: The Special,Movie,Clayton Cogswell,"['Joshua Bassett', 'Corbin Bleu', 'Matt Cornett', 'Tim Federle']",20 Dec 2019,Documentary,23,English,USA,TV-G,7.2,,,Disney
17324,Pick of the Litter,Movie,"Don Hardy, Dana Nachman","['Diane Meer', 'Terry Blosser', 'Janet Gearheart']",31 Aug 2018,Documentary,80,English,United States,TV-PG,7.6,97.0,64.0,Disney
17325,Togo,Movie,Ericson Core,"['Willem Dafoe', 'Julianne Nicholson', 'Christopher Heyerdahl']",20 Dec 2019,"['Adventure', 'Biography', 'Drama']",113,English,United States,PG,8.0,92.0,69.0,Disney
17326,Forky Asks a Question: What is a Computer?,Movie,Bob Peterson,"['Tony Hale', 'Kristen Schaal', 'James Brinkley', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",6,,United States,TV-G,,,,Disney
17327,Wind,Movie,Carroll Ballard,"['Matthew Modine', 'Jennifer Grey', 'Cliff Robertson']",11 Sep 1992,"['Action', 'Drama', 'Sport']",126,English,"['United States', 'Japan']",PG-13,6.4,50.0,57.0,Disney
17328,Forky Asks a Question: What is Love?,Movie,Bob Peterson,"['Tony Hale', 'Carl Reiner', 'Mel Brooks', 'Carol Burnett', 'Betty White', 'Kristen Schaal']",2019,"['Animation', 'Comedy', 'Family']",7,,United States,TV-G,,,,Disney
17329,Marvel Studios' Thor: Ragnarok,Movie,Taika Waititi,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba', 'Jeff Goldblum', 'Tessa Thompson']",2017,"['Action-Adventure', 'Comedy', 'Fantasy']",132,,United States,PG-13,,,,Disney
17330,Disney The Lion Guard,TV Show,,"['Max Charles', 'Diamond White', 'Dusan Brown', 'Atticus Shaffer', 'Joshua Rush']",2015,"['Action-Adventure', 'Animation', 'Comedy']",3,,United States,TV-Y,,,,Disney
17331,One Day at Disney,TV Show,,"['Eric Goldberg', 'Sage Steele', 'Katie Whetsell']",03 Dec 2019,Documentary,1,English,United States,TV-PG,7.3,,,Disney
17332,Disney Star vs. the Forces of Evil,TV Show,,"['Eden Sher', 'Adam McArthur']",2014,"['Action-Adventure', 'Animation', 'Comedy']",4,,United States,TV-Y7,,,,Disney
17333,Expedition Amelia,Movie,Chad Cohen,"['Allison Janney', 'Amelia Earhart', 'Robert Ballard', 'Columbia McCaleb']",20 Oct 2019,"['Documentary', 'History']",95,,USA,,7.2,,,Disney
17334,Glory Road,Movie,James Gartner,"['Josh Lucas', 'Derek Luke', 'Austin Nichols']",13 Jan 2006,"['Biography', 'Drama', 'Sport']",118,English,United States,PG,7.2,,58.0,Disney
17335,Henry Hugglemonster,TV Show,,"['Lara Jill Miller', 'Hynden Walch', 'Tom Kenny']",15 Apr 2013,"['Animation', 'Adventure', 'Family']",2,"['English', 'Korean']","['Ireland', 'United Kingdom', 'United States', 'South Korea', 'Canada']",TV-Y,5.2,,,Disney
17336,Marvel Rising: Chasing Ghosts,Movie,Alfred Gimeno,"['Dee Bradley Baker', 'Chloe Bennet', 'Dove Cameron', 'Skai Jackson']",16 Jan 2019,"['Animation', 'Short', 'Action', 'Adventure', 'Family']",22,English,USA,,4.9,,,Disney
17337,Marvel Rising: Heart of Iron,Movie,"Sol Choi, Alfred Gimeno","['Dee Bradley Baker', 'Chloe Bennet', 'Dove Cameron']",31 Mar 2019,"['Animation', 'Short', 'Action']",44,English,United States,,4.4,,,Disney
17338,Miles From Tomorrowland,TV Show,,"['Olivia Munn', 'Cullen McCarthy', 'Fiona Bishop', 'Dee Baker', 'Tom Kenny']",2014,"['Action-Adventure', 'Animation', 'Kids']",2,,United States,TV-Y,,,,Disney
17339,Sheriff Callie's Wild West,TV Show,,"['Mandy Moore', 'Lucas Grabeel', 'Jessica DiCicco']",13 Dec 2013,"['Animation', 'Action', 'Adventure']",2,"['French', 'English']","['United States', 'South Korea', 'France']",TV-Y,6.4,,,Disney
17340,Supercar Megabuild,TV Show,,"['Dom Joly', 'Ralph Hosier', 'Ranen Rudra']",17 Feb 2016,Documentary,2,English,United Kingdom,,4.2,,,Disney
17341,Coco,Movie,"Lee Unkrich, Adrian Molina","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']",22 Nov 2017,"['Animation', 'Adventure', 'Comedy']",105,"['English', 'Spanish']",United States,PG,8.4,97.0,81.0,Disney
17342,Coco (in Spanish),Movie,Lee Unkrich,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Jaime Camil']",2017,"['Animation', 'Family', 'Fantasy']",105,,,PG,,,,Disney
17343,Forky Asks a Question: What is Time?,Movie,Bob Peterson,"['Tony Hale', 'Wallace Shawn', 'Alan Oppenheimer', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",6,,United States,TV-G,,,,Disney
17344,The Wonderful World of Disney Presents The Little Mermaid Live!,Movie,Hamish Hamilton,"[""Auli'i Cravalho"", 'Queen Latifah', 'Shaggy ', 'John Stamos', 'Graham Phillips', 'Amber Riley']",2019,"['Concert Film', 'Family', 'Fantasy']",84,,United States,TV-PG,,,,Disney
17345,Forky Asks a Question: What is Art?,Movie,Bob Peterson,"['Tony Hale', 'Robin Downes', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",7,,United States,TV-G,,,,Disney
17346,Forky Asks a Question: What is a Friend?,Movie,Bob Peterson,"['Tony Hale', 'John Ratzenberger', 'Bob Peterson']",2019,"['Animation', 'Comedy', 'Family']",6,,United States,TV-G,,,,Disney
17347,10 Things I Hate About You,Movie,Gil Junger,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']",31 Mar 1999,"['Comedy', 'Drama', 'Romance']",97,"['English', 'French']",United States,PG-13,7.3,70.0,70.0,Disney
17348,101 Dalmatians,Movie,Stephen Herek,"['Glenn Close', 'Jeff Daniels', 'Joely Richardson']",27 Nov 1996,"['Adventure', 'Comedy', 'Crime']",103,"['English', 'Spanish']","['United States', 'United Kingdom']",G,5.7,41.0,49.0,Disney
17349,101 Dalmatians II: Patch's London Adventure,Movie,"Jim Kammerud, Brian Smith","['Barry Bostwick', 'Jason Alexander', 'Martin Short', 'Bobby Lockwood', 'Susanne Blakeslee', 'Samuel West']",2003,"['Action-Adventure', 'Animation']",77,,United States,G,,,,Disney
17350,102 Dalmatians,Movie,Kevin Lima,"['Glenn Close', 'Gérard Depardieu', 'Ioan Gruffudd']",22 Nov 2000,"['Adventure', 'Comedy', 'Family']",100,English,"['United States', 'United Kingdom']",G,4.9,31.0,35.0,Disney
17351,12 Dates of Christmas,Movie,James Hayman,"['Laura Miyata', 'Vijay Mehta', 'Amy Smart', 'Audrey Dwyer']",11 Dec 2011,"['Comedy', 'Fantasy', 'Romance']",90,English,USA,PG,6.3,,,Disney
17352,"20,000 Leagues Under the Sea",Movie,Richard Fleischer,"['Kirk Douglas', 'James Mason', 'Paul Lukas']",20 Jul 1955,"['Adventure', 'Drama', 'Family']",127,English,United States,G,7.2,89.0,83.0,Disney
17353,A Bug's Life,Movie,"John Lasseter, Andrew Stanton","['Kevin Spacey', 'Dave Foley', 'Julia Louis-Dreyfus']",25 Nov 1998,"['Animation', 'Adventure', 'Comedy']",95,English,United States,G,7.2,92.0,77.0,Disney
17354,A Goofy Movie,Movie,Kevin Lima,"['Bill Farmer', 'Jason Marsden', 'Jim Cummings']",07 Apr 1995,"['Animation', 'Adventure', 'Comedy']",78,English,"['United States', 'Australia', 'France', 'Canada']",G,6.9,59.0,,Disney
17355,A Kid in King Arthur's Court,Movie,Michael Gottlieb,"['Thomas Ian Nicholas', 'Joss Ackland', 'Art Malik']",11 Aug 1995,"['Adventure', 'Comedy', 'Family']",89,English,"['United States', 'Hungary', 'United Kingdom']",PG,4.8,5.0,34.0,Disney
17356,A Knight for a Day,Movie,"Jack Hannah, Burt Gillett, Bill Roberts","['Billy Bletcher', 'Pinto Colvig']",08 Mar 1946,"['Animation', 'Short', 'Comedy']",7,English,United States,Approved,6.8,,,Disney
